States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year
Sikkim,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.4 - Stalking,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Sikkim,5.5 - Others,2014,8,0,17,17,18,0,0,0,0,0,0,11,8,19,2,21,4,22,19,0,0,41,0,25,1,16,17,2,6,8,16
Sikkim,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Sikkim,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6.4 - in Other Places,2014,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Sikkim,7 - Cruelty by Husband or his Relatives (Section 498A),2014,2,0,5,5,5,0,0,0,0,0,0,2,2,4,0,4,3,6,4,0,0,10,0,6,0,4,4,0,2,2,4
Sikkim,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,15 - Total Crimes against Women,2014,21,0,110,110,125,0,0,0,0,0,0,82,21,103,3,106,25,104,103,0,0,207,1,81,4,42,46,6,29,35,125
Tamil Nadu,1 - Rape (Section 376 IPC),2014,589,4,451,455,459,0,0,5,3,12,1,237,337,574,24,614,425,2422,574,0,0,2996,1,577,2,155,157,4,416,420,2418
Tamil Nadu,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,1.2 - Rape other than Custodial,2014,589,4,451,455,459,0,0,5,3,12,1,237,337,574,24,614,425,2422,574,0,0,2996,1,577,2,155,157,4,416,420,2418
Tamil Nadu,1.2.1 - Rape_Gang Rape,2014,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Tamil Nadu,1.2.2 - Rape_Others,2014,589,4,449,453,457,0,0,5,3,12,1,236,337,573,24,613,424,2422,573,0,0,2995,1,577,2,155,157,4,416,420,2417
Tamil Nadu,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,15,0,16,16,16,0,0,0,0,1,0,6,9,15,1,17,14,23,15,0,0,38,0,4,0,0,0,0,4,4,34
Tamil Nadu,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,1108,9,1493,1502,1515,0,0,16,48,342,65,288,372,660,363,1478,1116,1390,660,0,0,2050,18,546,7,90,97,19,430,449,1486
Tamil Nadu,3.1 - Kidnaping & Abduction Section 363 IPC,2014,209,1,230,231,233,0,0,6,4,26,0,69,79,148,94,272,162,217,148,0,0,365,13,108,0,2,2,1,105,106,244
Tamil Nadu,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,782,7,1073,1080,1087,0,0,10,44,306,65,173,260,433,224,1072,780,1090,433,0,0,1523,5,412,7,86,93,16,303,319,1106
Tamil Nadu,3.5 - Kidnapping & Abduction of Women-Other,2014,117,1,189,190,194,0,0,0,0,10,0,46,33,79,45,134,173,83,79,0,0,162,0,26,0,2,2,2,22,24,136
Tamil Nadu,4 - Dowry Deaths (Section 304-B IPC),2014,125,0,95,95,95,0,0,0,0,0,0,50,93,143,0,143,77,571,143,0,0,714,0,158,0,45,45,1,112,113,556
Tamil Nadu,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,587,12,1090,1102,1102,0,0,0,15,126,9,587,313,900,48,1098,591,3495,900,0,0,4395,0,1102,43,267,310,19,773,792,3293
Tamil Nadu,5.1 - Sexual Harassment,2014,37,1,45,46,46,0,0,0,1,4,0,18,21,39,2,46,37,133,39,0,0,172,0,55,2,22,24,1,30,31,117
Tamil Nadu,5.2 - Assault on women with intent to Disrobe,2014,26,2,69,71,71,0,0,0,0,4,0,54,20,74,0,78,19,65,74,0,0,139,0,15,0,1,1,1,13,14,124
Tamil Nadu,5.3 - Voyeurism,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.4 - Stalking,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.5 - Others,2014,524,9,974,983,983,0,0,0,14,118,9,515,272,787,46,974,533,3297,787,0,0,4084,0,1032,41,244,285,17,730,747,3052
Tamil Nadu,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,168,1,228,229,229,0,0,0,0,0,0,84,118,202,8,210,187,723,202,0,0,925,0,250,12,112,124,11,115,126,675
Tamil Nadu,6.1 - At Office premises,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Tamil Nadu,6.2 - Other places related to work,2014,91,1,156,157,157,0,0,0,0,0,0,34,70,104,7,111,137,336,104,0,0,440,0,119,5,46,51,11,57,68,321
Tamil Nadu,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,6.4 - in Other Places,2014,77,0,70,70,70,0,0,0,0,0,0,48,48,96,1,97,50,387,96,0,0,483,0,131,7,66,73,0,58,58,352
Tamil Nadu,7 - Cruelty by Husband or his Relatives (Section 498A),2014,1357,132,1971,2103,2103,0,0,38,43,146,0,1000,619,1619,121,1929,1493,5001,1619,0,0,6620,3,1442,29,151,180,69,1193,1262,5175
Tamil Nadu,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,52,52,52,0,0,0,0,0,0,16,0,16,2,18,34,0,16,0,0,16,0,0,0,0,0,0,0,0,16
Tamil Nadu,"10 - Dowry Prohibition Act, 1961",2014,86,37,255,292,292,0,0,12,2,13,0,144,66,210,20,245,121,619,210,0,0,829,0,236,0,70,70,11,155,166,593
Tamil Nadu,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,5,0,2,0,0,0,0,2,2,3
Tamil Nadu,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,4,4,4,0,0,0,0,0,0,3,0,3,0,3,1,0,3,0,0,3,0,1,0,0,0,1,0,1,2
Tamil Nadu,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,29,0,471,471,541,0,0,0,0,0,0,392,16,408,1,409,91,217,408,0,0,625,0,248,175,27,202,19,27,46,377
Tamil Nadu,14.1 - Under ITP Section 5,2014,15,0,94,94,120,0,0,0,0,0,0,84,5,89,0,89,20,91,89,0,0,180,0,28,9,10,19,1,8,9,152
Tamil Nadu,14.2 - Under ITP Section 6,2014,0,0,2,2,3,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,1,1,0,1,0,0,0,1
Tamil Nadu,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Tamil Nadu,14.4 - Under ITP Section 8,2014,0,0,19,19,19,0,0,0,0,0,0,13,0,13,0,13,6,8,13,0,0,21,0,3,2,0,2,0,1,1,18
Tamil Nadu,14.5 - Other Sections under ITP Act,2014,14,0,356,356,399,0,0,0,0,0,0,293,11,304,1,305,65,117,304,0,0,421,0,216,163,17,180,18,18,36,205
Tamil Nadu,15 - Total Crimes against Women,2014,4068,195,6130,6325,6412,0,0,71,111,640,75,2807,1943,4750,588,6164,4158,14466,4750,0,0,19216,22,4566,268,917,1185,154,3227,3381,14628
Telangana,1 - Rape (Section 376 IPC),2014,614,8,971,979,979,0,0,7,39,4,0,414,427,841,23,907,679,1655,841,0,0,2496,2,414,5,44,49,40,325,365,2080
Telangana,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,1.2 - Rape other than Custodial,2014,614,8,971,979,979,0,0,7,39,4,0,414,427,841,23,907,679,1655,841,0,0,2496,2,414,5,44,49,40,325,365,2080
Telangana,1.2.1 - Rape_Gang Rape,2014,4,0,14,14,14,0,0,0,0,0,0,7,4,11,0,11,7,1,11,0,0,12,0,1,0,0,0,1,0,1,11
Telangana,1.2.2 - Rape_Others,2014,610,8,957,965,965,0,0,7,39,4,0,407,423,830,23,896,672,1654,830,0,0,2484,2,413,5,44,49,39,325,364,2069
Telangana,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,30,0,73,73,73,0,0,0,4,0,0,55,30,85,0,89,14,38,85,0,0,123,10,45,0,6,6,4,35,39,68
Telangana,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,238,5,706,711,769,0,0,8,106,62,4,279,97,376,65,613,328,1278,376,0,0,1654,14,317,7,18,25,62,230,292,1323
Telangana,3.1 - Kidnaping & Abduction Section 363 IPC,2014,25,1,242,243,247,0,0,0,30,22,0,88,8,96,42,190,78,230,96,0,0,326,5,59,5,2,7,6,46,52,262
Telangana,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,13
Telangana,3.3 - Kidnapping for Ransom Section 364A,2014,2,0,2,2,2,0,0,0,0,0,0,1,2,3,0,3,1,15,3,0,0,18,0,0,0,0,0,0,0,0,18
Telangana,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,152,2,245,247,247,0,0,0,49,11,4,105,60,165,7,236,163,682,165,0,0,847,6,142,2,8,10,42,90,132,699
Telangana,3.5 - Kidnapping & Abduction of Women-Other,2014,59,2,217,219,273,0,0,8,27,29,0,85,27,112,16,184,86,338,112,0,0,450,3,116,0,8,8,14,94,108,331
Telangana,4 - Dowry Deaths (Section 304-B IPC),2014,163,0,289,289,290,0,0,0,5,1,0,170,112,282,2,290,162,759,282,0,0,1041,0,247,5,32,37,25,185,210,794
Telangana,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,979,56,3132,3188,3203,0,0,2,167,33,0,1898,472,2370,39,2609,1556,3733,2370,0,1,6102,229,1117,16,84,100,161,856,1017,4756
Telangana,5.1 - Sexual Harassment,2014,106,6,614,620,620,0,0,2,38,4,0,426,58,484,5,531,193,311,484,0,1,794,64,152,2,24,26,64,62,126,578
Telangana,5.2 - Assault on women with intent to Disrobe,2014,19,2,174,176,176,0,0,0,12,0,0,132,7,139,4,155,40,76,139,0,0,215,6,29,1,0,1,13,15,28,180
Telangana,5.3 - Voyeurism,2014,4,0,45,45,45,0,0,0,1,0,0,23,6,29,1,31,18,16,29,0,0,45,4,7,0,0,0,3,4,7,34
Telangana,5.4 - Stalking,2014,38,2,424,426,427,0,0,0,17,3,0,301,45,346,5,371,93,176,346,0,0,522,29,28,1,2,3,17,8,25,465
Telangana,5.5 - Others,2014,812,46,1875,1921,1935,0,0,0,99,26,0,1016,356,1372,24,1521,1212,3154,1372,0,0,4526,126,901,12,58,70,64,767,831,3499
Telangana,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,307,6,1136,1142,1144,0,0,0,61,4,0,851,206,1057,57,1179,270,1488,1057,0,16,2529,368,519,14,100,114,93,312,405,1642
Telangana,6.1 - At Office premises,2014,1,0,5,5,5,0,0,0,0,0,0,2,0,2,0,2,4,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Telangana,6.2 - Other places related to work,2014,37,0,43,43,43,0,0,0,1,0,0,21,16,37,17,55,25,107,37,0,0,144,17,23,0,5,5,0,18,18,104
Telangana,6.3 - In Public Transport system,2014,1,0,3,3,3,0,0,0,1,0,0,3,0,3,0,4,0,2,3,0,0,5,2,1,0,0,0,1,0,1,2
Telangana,6.4 - in Other Places,2014,268,6,1085,1091,1093,0,0,0,59,4,0,825,190,1015,40,1118,241,1379,1015,0,16,2378,349,495,14,95,109,92,294,386,1534
Telangana,7 - Cruelty by Husband or his Relatives (Section 498A),2014,3490,734,5635,6369,6392,0,0,16,700,152,7,3318,1974,5292,474,6625,3218,12981,5292,0,14,18259,2147,2633,22,136,158,169,2306,2475,13479
Telangana,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Telangana,9 - Abetment of Suicides of Women u/s 306 IPC,2014,42,0,627,627,627,0,0,1,7,2,9,156,32,188,0,206,462,249,188,0,0,437,0,90,0,2,2,5,83,88,347
Telangana,"10 - Dowry Prohibition Act, 1961",2014,396,0,563,563,563,0,0,0,15,9,0,373,345,718,0,742,217,1138,718,0,0,1856,327,388,0,8,8,4,376,380,1141
Telangana,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,6,2,0,0,8,0,2,0,0,0,0,2,2,6
Telangana,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"13 - Protection of Women from Domestic Violence Act, 2005",2014,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Telangana,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,34,0,192,192,216,0,0,0,0,0,0,124,27,151,0,151,75,143,151,0,0,294,0,53,0,5,5,6,42,48,241
Telangana,14.1 - Under ITP Section 5,2014,20,0,82,82,84,0,0,0,0,0,0,47,20,67,0,67,35,31,67,0,0,98,0,16,0,2,2,3,11,14,82
Telangana,14.2 - Under ITP Section 6,2014,0,0,29,29,43,0,0,0,0,0,0,27,0,27,0,27,2,12,27,0,0,39,0,2,0,0,0,0,2,2,37
Telangana,14.3 - Under ITP Section 7,2014,1,0,8,8,8,0,0,0,0,0,0,6,1,7,0,7,2,1,7,0,0,8,0,3,0,0,0,1,2,3,5
Telangana,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,14.5 - Other Sections under ITP Act,2014,13,0,73,73,81,0,0,0,0,0,0,44,6,50,0,50,36,99,50,0,0,149,0,32,0,3,3,2,27,29,117
Telangana,15 - Total Crimes against Women,2014,6294,809,13327,14136,14259,0,0,34,1104,267,20,7641,3722,11363,660,13414,6982,23469,11363,0,31,34801,3097,5825,69,435,504,569,4752,5321,25879
Tripura,1 - Rape (Section 376 IPC),2014,64,24,215,239,245,0,0,0,6,8,0,135,56,191,9,214,89,460,191,0,1,650,23,99,3,27,30,3,66,69,528
Tripura,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,1.2 - Rape other than Custodial,2014,64,24,215,239,245,0,0,0,6,8,0,135,56,191,9,214,89,460,191,0,1,650,23,99,3,27,30,3,66,69,528
Tripura,1.2.1 - Rape_Gang Rape,2014,2,0,15,15,18,0,0,0,0,0,0,12,2,14,0,14,3,22,14,0,0,36,4,4,0,2,2,0,2,2,28
Tripura,1.2.2 - Rape_Others,2014,62,24,200,224,227,0,0,0,6,8,0,123,54,177,9,200,86,438,177,0,1,614,19,95,3,25,28,3,64,67,500
Tripura,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,2,4,31,35,35,0,0,0,0,3,0,26,2,28,2,33,4,10,28,0,1,37,3,10,1,1,2,1,7,8,24
Tripura,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,49,2,100,102,102,0,0,3,4,28,0,37,32,69,3,104,44,148,69,0,0,217,10,22,1,1,2,0,20,20,185
Tripura,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,42,1,78,79,79,0,0,3,2,25,0,28,27,55,2,84,34,131,55,0,0,186,10,19,1,1,2,0,17,17,157
Tripura,3.5 - Kidnapping & Abduction of Women-Other,2014,7,1,22,23,23,0,0,0,2,3,0,9,5,14,1,20,10,17,14,0,0,31,0,3,0,0,0,0,3,3,28
Tripura,4 - Dowry Deaths (Section 304-B IPC),2014,19,0,33,33,33,0,0,0,0,0,0,21,19,40,1,41,11,71,40,0,0,111,2,12,0,4,4,0,8,8,97
Tripura,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,36,84,408,492,504,0,0,0,20,63,2,355,20,375,18,478,50,846,375,0,20,1201,52,175,5,15,20,9,146,155,974
Tripura,5.1 - Sexual Harassment,2014,6,9,73,82,84,0,0,0,3,6,0,62,4,66,2,77,11,33,66,0,1,98,4,16,1,4,5,4,7,11,78
Tripura,5.2 - Assault on women with intent to Disrobe,2014,0,23,161,184,184,0,0,0,8,24,0,132,0,132,5,169,15,67,132,0,3,196,20,50,4,4,8,5,37,42,126
Tripura,5.3 - Voyeurism,2014,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,5.4 - Stalking,2014,0,0,8,8,8,0,0,0,1,0,0,6,0,6,1,8,0,15,6,0,0,21,0,14,0,1,1,0,13,13,7
Tripura,5.5 - Others,2014,30,52,165,217,227,0,0,0,8,32,2,155,16,171,10,223,24,731,171,0,16,886,28,95,0,6,6,0,89,89,763
Tripura,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,1,1,10,11,11,0,0,0,0,4,0,5,0,5,0,9,3,5,5,0,0,10,1,2,0,0,0,1,1,2,7
Tripura,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,6.4 - in Other Places,2014,1,1,10,11,11,0,0,0,0,4,0,5,0,5,0,9,3,5,5,0,0,10,1,2,0,0,0,1,1,2,7
Tripura,7 - Cruelty by Husband or his Relatives (Section 498A),2014,60,164,538,702,731,0,0,0,3,52,0,594,39,633,14,702,60,1731,633,0,39,2325,329,288,9,40,49,34,205,239,1708
Tripura,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,"10 - Dowry Prohibition Act, 1961",2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,15 - Total Crimes against Women,2014,231,279,1336,1615,1662,0,0,3,33,158,2,1173,168,1341,47,1581,262,3271,1341,0,61,4551,420,608,19,88,107,48,453,501,3523
Uttar Pradesh,1 - Rape (Section 376 IPC),2014,422,305,3162,3467,3468,0,0,0,2,415,0,2458,392,2850,255,3522,367,5574,2850,0,11,8413,17,1183,0,594,594,5,584,589,7213
Uttar Pradesh,1.1 - Custodial Rape,2014,0,3,186,189,189,0,0,0,1,8,0,154,0,154,8,171,18,6,154,0,0,160,0,2,0,1,1,0,1,1,158
Uttar Pradesh,1.1.1 - Custodial_Gang Rape,2014,0,0,5,5,5,0,0,0,0,0,0,5,0,5,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5
Uttar Pradesh,1.1.2 - Custodial_Other Rape,2014,0,3,181,184,184,0,0,0,1,8,0,149,0,149,8,166,18,6,149,0,0,155,0,2,0,1,1,0,1,1,153
